visit_id,provider_id,provider_type_raw,jurisdiction_raw,region_raw,rural_urban_raw,enrollment_year,visit_date_raw,scheduled_visit_year,doses_administered,staff_turnover,prior_technical_assistance,site_visit_delay_days,raw_prior_noncompliance_flag,training_compliant,eligibility_compliant,documentation_compliant,inventory_compliant,storage_handling_compliant
V001728,P00504,Public Health Clinic,Florida,Southeast,Suburban,2013,2024-05-05,2024,1921.0,0,0,26,1,Compliant,Compliant,Compliant,Compliant,Compliant
V004250,P01245,Pediatric practice,Louisiana,South Central,Suburban,2016,2019-09-08,2019,5463.0,1,0,54,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V001910,P00562,Federally Qualified Health Center,Louisiana,South Central,Urban,2019,2023-10-13,2023,1636.0,0,0,43,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000038,P00011,Pharmacy,Alabama,Southeast,Urban,2016,2025-12-06,2025,905.0,0,1,17,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001662,P00483,Pediatric Practice,,Southeast,Urban,2023,2021-01-17,2021,3163.0,1,0,31,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003179,P00927,Peds,Kentucky,Southeast,Suburban,2023,2021-05-18,2021,2279.0,0,1,13,1,Compliant,Compliant,Compliant,Compliant,Compliant
V001160,P00331,Private Clinic,Georgia,Southeast,Rural,2015,2022-06-25,2022,2038.0,0,0,46,1,Compliant,Compliant,Compliant,Compliant,Compliant
V001630,P00474,Private Clinic,Texas,South Central,Urban,2016,2022-07-19,2022,899.0,0,0,25,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V001954,P00574,Pediatric Practice,Florida,Southeast,Urban,2011,2022-02-02,2022,1833.0,0,1,6,1,Compliant,Compliant,Compliant,Compliant,Compliant
V002460,P00730,Pediatric Practice,South Carolina,Southeast,Suburban,2016,2021-04-17,2021,2962.0,0,0,14,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003912,P01140,Public Health Clinic,Arkansas,South Central,Suburban,2022,2025-01-20,2025,2988.0,0,0,42,0,Compliant,Compliant,Compliant,Compliant,Missing
V002985,P00875,Private Clinic,Florida,Southeast,Rural,2023,2020-02-13,2020,1536.0,0,0,18,0,Compliant,Compliant,Non-compliant,Non-compliant,Non-compliant
V002001,P00590,Pharmacy,Kentucky,Southeast,Rural,2022,2025-09-07,2025,532.0,0,0,31,1,Non-compliant,Compliant,Compliant,Compliant,Non-compliant
V003675,P01072,Pediatric Practice,Mississippi,Southeast,Suburban,2021,2019-12-04,2019,3278.0,0,0,23,0,Non-compliant,Non-compliant,Compliant,Compliant,Compliant
V002634,P00779,Public Health Clinic,Georgia,Southeast,Urban,2014,2025-08-23,2025,4925.0,1,0,35,1,Compliant,Compliant,Compliant,Compliant,Missing
V002168,P00644,public health clinic,North Carolina,Southeast,Urban,2017,2025-07-01,2025,2337.0,0,0,31,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001830,P00537,Private Clinic,Alabama,Southeast,Urban,2015,2024-11-03,2024,1188.0,0,0,14,0,Compliant,Non-compliant,Compliant,Compliant,Compliant
V000619,P00182,Public Health Clinic,Arkansas,South Central,,2019,2022-10-04,2022,4327.0,0,0,23,1,Compliant,Compliant,Compliant,Compliant,Compliant
V000706,P00207,Public Health Clinic,Virginia,Mid-Atlantic,Suburban,2021,2019-08-10,2019,7224.0,0,1,18,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000875,P00251,Pediatric Practice,Georgia,Southeast,Suburban,2015,2019-09-13,2019,1739.0,0,0,28,0,Compliant,Compliant,Compliant,Compliant,Missing
V002339,P00696,Public Health Clinic,Arkansas,South Central,Rural,2018,2019-04-06,2019,6756.0,1,0,34,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003176,P00926,Pediatric Practice,North Carolina,Southeast,Urban,2013,2022-05-07,2022,3735.0,0,1,33,1,Compliant,Compliant,Compliant,Compliant,Compliant
V002464,P00731,public health clinic,North Carolina,Southeast,Rural,2016,2022-05-23,2022,4063.0,0,1,14,0,Non-compliant,Compliant,Compliant,Compliant,Compliant
V000890,P00254,FQHC,Virginia,Mid-Atlantic,Urban,2023,2021-07-18,2021,1213.0,0,0,25,1,Compliant,Non-compliant,Compliant,Compliant,Compliant
V004532,P01321,Pharmacy,Florida,Southeast,Urban,2013,2020-02-14,2020,1063.0,0,0,43,0,Compliant,Compliant,Compliant,Missing,Compliant
V000625,P00184,Public Health Clinic,Kentucky,Southeast,urban ,2020,2022-06-19,2022,1538.0,1,0,30,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003456,P01013,Hospital,Mississippi,Southeast,Rural,2011,2020-04-23,2020,3328.0,1,0,29,1,Compliant,Compliant,Compliant,Non-compliant,Non-compliant
V004179,P01223,Private Clinic,Louisiana,South Central,Suburban,2016,2025-03-04,2025,1802.0,0,1,16,1,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V000614,P00181,Public Health Clinic,Florida,Southeast,Suburban,2015,2020-03-11,2020,8418.0,0,1,18,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V003569,P01042,Pediatric practice,Florida,Southeast,Rural,2018,2025-05-14,2025,3707.0,1,1,36,1,Compliant,Compliant,Compliant,Non-compliant,Non-compliant
V003196,P00933,Public Health Clinic,Virginia,Mid-Atlantic,Rural,2024,2021-12-07,2021,2753.0,1,0,50,1,Non-compliant,Compliant,Non-compliant,Compliant,Missing
V001504,P00436,Retail Pharmacy,Arkansas,South Central,Urban,2019,2022-09-04,2022,956.0,0,0,51,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000896,P00256,Private Clinic,Georgia,Southeast,Urban,2022,2021-01-27,2021,1310.0,0,1,41,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V003496,P01021,Pharmacy,Florida,Southeast,Urban,2015,2025-10-23,2025,514.0,0,1,23,1,Compliant,Compliant,Compliant,Non-compliant,Compliant
V000571,P00169,Private Clinic,Georgia,Southeast,Suburban,2019,2024-05-23,2024,1615.0,0,1,17,1,Compliant,Non-compliant,Compliant,Compliant,Non-compliant
V000025,P00007,Public Health Clinic,North Carolina,Southeast,Rural,2024,2021-05-04,2021,3054.0,0,0,22,0,Non-compliant,Compliant,Compliant,Compliant,Non-compliant
V001404,P00403,Pediatric Practice,Arkansas,South Central,Urban,2024,2020-05-07,2020,3862.0,0,0,32,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001286,P00368,Pharmacy,Florida,Southeast,Urban,2021,2024-03-07,2024,574.0,0,1,27,1,Compliant,Non-compliant,Compliant,Compliant,Compliant
V004160,P01216,Public Health Clinic,Florida,Southeast,Urban,2016,2022-07-20,2022,2466.0,0,1,17,1,Compliant,Compliant,Compliant,Non-compliant,Compliant
V001126,P00323,Private Clinic,Arkansas,South Central,urban ,2020,2020-08-11,2020,1011.0,0,0,30,0,Compliant,Missing,Compliant,Compliant,Compliant
V002838,P00834,Federally Qualified Health Center,Texas,South Central,Urban,2016,not_a_date,2022,2222.0,0,1,20,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V004101,P01198,FQHC,Kentucky,Southeast,rural ,2024,2021-08-02,2021,2130.0,0,0,19,1,Compliant,Non-compliant,Compliant,Compliant,Non-compliant
V000314,P00085,Hospital System,Texas,South Central,Suburban,2011,2022-03-01,2022,7776.0,0,0,4,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002140,P00636,Public Health Clinic,South Carolina,Southeast,Urban,2019,2023-12-20,2023,1638.0,0,1,35,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002663,P00785,Private Clinic,Tennessee,Southeast,Urban,2013,2025-12-16,2025,2516.0,0,1,11,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V000974,P00281,Public Health Clinic,South Carolina,Southeast,Urban,2016,2021-11-01,2021,1433.0,0,0,51,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003687,P01076,Pediatric Practice,North Carolina,Southeast,Rural,2011,2020-03-26,2020,1035.0,0,0,15,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003240,P00950,Pharmacy,South Carolina,Southeast,Urban,2024,2022-11-01,2022,627.0,0,1,30,1,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V004358,P01273,Hospital System,Mississippi,Southeast,Rural,2021,2019-07-05,2019,2312.0,0,1,10,0,Compliant,Compliant,Compliant,Non-compliant,Compliant
V000828,P00238,Private Clinic,Virginia,Mid-Atlantic,Urban,2020,2020-08-12,2020,1292.0,0,0,29,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V002480,P00736,Private Clinic,Alabama,Southeast,Rural,2022,2019-01-06,2019,1699.0,0,0,21,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003395,P00997,Retail Pharmacy,Tennessee,Southeast,Rural,2022,2019-12-03,2019,3101.0,0,0,48,0,Non-compliant,Compliant,Compliant,Compliant,Non-compliant
V002489,P00738,Private Clinic,Arkansas,South Central,Urban,2012,2021-05-25,2021,1312.0,0,1,17,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V003245,P00951,Hospital,Tennessee,Southeast,Rural,2016,2025-02-20,2025,4828.0,0,1,35,1,Compliant,Compliant,Compliant,Compliant,Missing
V004373,P01277,pharmacy,Alabama,Southeast,Suburban,2023,2024-07-27,2024,1785.0,0,1,4,1,Compliant,Compliant,Compliant,Compliant,Compliant
V002333,P00692,Pharmacy,Kentucky,Southeast,Rural,2024,2025-03-21,2025,1020.0,0,1,42,1,Missing,Compliant,Compliant,Compliant,Non-compliant
V002751,P00811,Public Health Clinic,Kentucky,Southeast,Urban,2018,2022-05-03,2022,3272.0,0,1,22,1,Missing,Compliant,Non-compliant,Compliant,Compliant
V001800,P00525,Private Clinic,Florida,Southeast,Suburban,2017,2024-10-02,2024,3000.0,0,0,37,0,Missing,Compliant,Compliant,Compliant,Compliant
V004547,P01324,Public Health Clinic,Texas,South Central,Urban,2017,2027-01-15,2024,3397.0,0,0,15,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000591,P00174,Private Clinic,Georgia,Southeast,Rural,2013,2020-06-19,2020,2941.0,1,0,35,0,Compliant,Missing,Compliant,Compliant,Compliant
V000848,P00243,Hospital,Louisiana,South Central,Urban,2014,2025-09-08,2025,4956.0,0,1,21,0,Compliant,Non-compliant,Compliant,Compliant,Non-compliant
V004351,P01271,Private Clinic,Virginia,Mid-Atlantic,Suburban,2021,2019-10-25,2019,1900.0,0,0,17,0,Compliant,Compliant,Compliant,Non-compliant,Compliant
V004442,P01297,Pediatric Practice,Virginia,Mid-Atlantic,Urban,2019,2024-10-21,2024,3354.0,0,0,21,1,Compliant,Compliant,Compliant,Compliant,Compliant
V001572,P00458,pharmacy,North Carolina,Southeast,rural ,2016,2025-02-16,2025,1660.0,0,1,51,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V004243,P01243,Pediatric Practice,North Carolina,Southeast,Suburban,2020,2025-02-17,2025,2911.0,0,1,36,1,Compliant,Compliant,Compliant,Compliant,Compliant
V001889,P00557,Pharmacy,Tennessee,Southeast,Urban,2023,2019-07-08,2019,1407.0,0,0,16,0,Compliant,Compliant,Compliant,Compliant,Compliant
V004119,P01204,,Tennessee,Southeast,Suburban,2023,2025-05-24,2025,1292.0,0,0,27,0,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V000619,P00182,Public Health Clinic,Arkansas,South Central,,2019,2022-10-04,2022,4327.0,0,0,23,1,Compliant,Compliant,Compliant,Compliant,Compliant
V000442,P00126,Pediatric Practice,Alabama,Southeast,Urban,2014,2025-04-02,2025,2678.0,0,0,18,1,Compliant,Compliant,Compliant,Compliant,Compliant
V003167,P00924,Priv Clinic,Texas,South Central,Suburban,2018,2025-03-16,2025,2121.0,1,1,39,1,Compliant,Compliant,Non-compliant,Missing,Compliant
V003946,P01151,,Kentucky,Southeast,Suburban,2011,2025-01-25,2025,1084.0,0,0,15,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000624,P00184,Public Health Clinic,Kentucky,Southeast,urban ,2020,2021-09-06,2021,3058.0,0,0,39,0,Compliant,Compliant,Missing,Compliant,Compliant
V004195,P01229,Pediatric Practice,Arkansas,South Central,Urban,2015,2021-09-24,2021,7809.0,1,0,43,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001877,P00552,private clinic ,North Carolina,Southeast,Rural,2014,2022-06-24,2022,2458.0,1,1,42,1,Non-compliant,Compliant,Compliant,Missing,Compliant
V001159,P00331,Private Clinic,Georgia,Southeast,Rural,2015,2021-04-24,2021,2954.0,0,1,26,1,Missing,Compliant,Compliant,Compliant,Non-compliant
V002245,P00667,FQHC,Texas,South Central,Urban,2017,2021-05-16,2021,1130.0,1,1,31,0,Non-compliant,Compliant,Compliant,Missing,Compliant
V001919,P00564,Pharmacy,Kentucky,Southeast,Suburban,2016,2024-11-27,2024,1651.0,0,0,14,1,Compliant,Compliant,Compliant,Compliant,Compliant
V004522,P01318,Hospital System,Arkansas,South Central,Rural,2011,2025-02-10,2025,4338.0,0,0,30,1,Missing,Compliant,Non-compliant,Non-compliant,Non-compliant
V004171,P01221,Pediatric Practice,Louisiana,South Central,Suburban,2020,2020-05-03,2020,1437.0,0,1,27,1,Compliant,Compliant,Compliant,Compliant,Compliant
V002008,P00592,private clinic ,Texas,South Central,Rural,2022,2020-05-13,2020,1786.0,0,0,48,0,Compliant,Compliant,Compliant,Non-compliant,Compliant
V001754,P00511,Public Health Clinic,Mississippi,Southeast,Suburban,2020,2022-04-24,2022,1204.0,0,0,18,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V003998,P01166,FQHC,Florida,Southeast,Suburban,2019,2024-09-09,2024,692.0,1,1,41,1,Compliant,Non-compliant,Non-compliant,Non-compliant,Non-compliant
V004542,P01323,Private Clinic,Georgia,Southeast,Urban,2016,2021-02-23,2021,1953.0,0,0,25,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001674,P00488,Retail Pharmacy,Arkansas,South Central,Urban,2013,2023-12-20,2023,1112.0,0,1,8,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002554,P00756,Public Health Clinic,Virginia,Mid-Atlantic,,2012,2022-11-14,2022,6465.0,0,0,27,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V004040,P01178,Public Health Clinic,Florida,Southeast,Suburban,2013,2021-05-05,2021,4653.0,1,1,28,1,Compliant,Compliant,Compliant,Compliant,Compliant
V001194,P00341,Private Clinic,Texas,South Central,Rural,2023,2021-04-25,2021,1196.0,1,1,13,1,Compliant,Compliant,Compliant,Non-compliant,Non-compliant
V004538,P01322,FQHC,Mississippi,Southeast,Urban,2014,2023-07-05,2023,1408.0,0,0,23,1,Compliant,Compliant,Compliant,Compliant,Compliant
V000547,P00162,Pediatric Practice,Louisiana,South Central,Suburban,2020,2020-12-04,2020,2120.0,1,0,51,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002163,P00642,Peds,North Carolina,Southeast,Urban,2016,2025-02-27,2025,3273.0,0,0,27,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001254,P00359,Private Clinic,Tennessee,Southeast,Rural,2018,2020-11-05,2020,3265.0,1,1,45,1,Non-compliant,Non-compliant,Non-compliant,Non-compliant,Non-compliant
V004215,P01235,Federally Qualified Health Center,Texas,South Central,Suburban,2016,2024-12-08,2024,1329.0,0,1,18,0,Compliant,Compliant,Compliant,Compliant,Compliant
V004269,P01249,Private Clinic,Arkansas,South Central,Suburban,2013,2024-05-02,2024,1477.0,0,0,30,1,Compliant,Non-compliant,Compliant,Missing,Non-compliant
V000809,P00232,Private Clinic,North Carolina,Southeast,Urban,2021,2023-01-15,2023,1166.0,0,0,23,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V001576,P00460,Pharmacy,Florida,Southeast,Urban,2018,2019-08-21,2019,974.0,1,1,38,0,Compliant,Compliant,Missing,Compliant,Compliant
V003352,P00982,Public Health Clinic,Tennessee,Southeast,,2020,2025-01-23,2025,6515.0,0,1,21,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002733,P00806,Private Clinic,Texas,South Central,Urban,2015,2020-12-12,2020,560.0,1,1,36,1,Non-compliant,Non-compliant,Non-compliant,Non-compliant,Non-compliant
V004037,P01177,Pharmacy,South Carolina,Southeast,Urban,2024,2025-06-06,2025,874.0,0,1,16,1,Compliant,Missing,Non-compliant,Compliant,Compliant
V002285,P00678,Public Health Clinic,Tennessee,Southeast,Urban,2014,2020-05-15,2020,4528.0,0,0,31,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000584,P00172,Private Clinic,Alabama,Southeast,Rural,2017,2024-09-04,2024,2414.0,0,0,32,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001280,P00366,Pharmacy,North Carolina,Southeast,Urban,2016,2024-11-10,2024,700.0,0,0,14,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V001992,P00586,public health clinic,Texas,South Central,Urban,2014,2024-01-16,2024,3768.0,1,0,44,1,Compliant,Compliant,Non-compliant,Non-compliant,Compliant
V003744,P01093,Public Health Clinic,Alabama,Southeast,Urban,2020,2027-01-15,2024,1939.0,0,1,23,1,Compliant,Compliant,Compliant,Compliant,Compliant
V003678,P01073,FQHC,Mississippi,Southeast,Rural,2014,2019-04-25,2019,1863.0,0,0,24,0,Missing,Compliant,Compliant,Compliant,Compliant
V003317,P00972,Pediatric Practice,Louisiana,South Central,urban ,2011,2023-01-22,2023,2222.0,1,1,43,1,Compliant,Compliant,Compliant,Compliant,Compliant
V003483,P01019,Federally Qualified Health Center,Florida,Southeast,Urban,2017,2020-07-02,2020,813.0,0,0,18,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001958,P00575,Private Clinic,Tennessee,Southeast,Urban,2013,2024-03-24,2024,530.0,0,1,23,0,Non-compliant,Compliant,Compliant,Non-compliant,Compliant
V000917,P00261,Hospital,Alabama,Southeast,Urban,2022,2021-07-26,2021,6625.0,1,1,49,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V000307,P00083,Pharmacy,Texas,South Central,Suburban,2013,2024-07-16,2024,1411.0,0,1,15,1,Compliant,Compliant,Missing,Compliant,Compliant
V000879,P00251,Pediatric Practice,Georgia,Southeast,Suburban,2015,2027-01-15,2024,2838.0,0,1,35,1,Compliant,Compliant,Compliant,Missing,Compliant
V000206,P00058,Public Health Clinic,Kentucky,Southeast,Rural,2024,2021-10-20,2021,5692.0,0,1,25,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001103,P00317,Pharmacy,Arkansas,South Central,Suburban,2012,2019-12-24,2019,1303.0,1,0,43,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V000348,P00097,Hospital,Alabama,Southeast,Urban,2021,2022-08-12,2022,5401.0,0,1,23,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001529,P00444,Pediatric Practice,Georgia,Southeast,Rural,2020,2024-07-26,2024,1925.0,0,0,45,0,Compliant,Compliant,Non-compliant,Missing,Compliant
V002068,P00613,Public Health Clinic,Arkansas,South Central,Rural,2022,2023-03-15,2023,7261.0,0,0,39,0,Compliant,Compliant,Compliant,Compliant,Compliant
V004480,P01308,Public Health Clinic,Louisiana,South Central,Urban,2015,2021-07-25,2021,3233.0,0,1,36,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002146,P00637,FQHC,South Carolina,Southeast,Urban,2012,2025-07-04,2025,466.0,0,0,23,1,Compliant,Non-compliant,Non-compliant,Non-compliant,Missing
V003857,P01126,Public Health Clinic,Arkansas,South Central,Urban,2016,2020-12-04,2020,2441.0,0,0,27,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000424,P00122,Public Health Clinic,North Carolina,Southeast,UNK,2018,2020-04-11,2020,3727.0,0,0,7,0,Compliant,Compliant,Compliant,Compliant,Compliant
V004435,P01295,FQHC,Kentucky,Southeast,Urban,2011,2019-08-16,2019,1455.0,0,0,41,0,Compliant,Compliant,Compliant,Non-compliant,Compliant
V002706,P00796,Pediatric Practice,Texas,South Central,Suburban,2021,2024-05-14,2024,2114.0,0,0,27,0,Compliant,Non-compliant,Non-compliant,Missing,Compliant
V001204,P00344,Retail Pharmacy,Florida,Southeast,,2014,2020-11-27,2020,917.0,0,1,19,1,Compliant,Compliant,Compliant,Non-compliant,Compliant
V004311,P01260,FQHC,Kentucky,Southeast,Urban,2012,2023-05-15,2023,1036.0,0,1,29,1,Compliant,Compliant,Compliant,Compliant,Compliant
V001666,P00485,Public Health Clinic,Arkansas,South Central,Rural,2018,2022-12-23,2022,4557.0,0,0,44,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000005,P00001,Private Clinic,Florida,Southeast,Suburban,2016,2023-09-05,2023,1413.0,0,0,13,1,Compliant,Compliant,Compliant,Non-compliant,Compliant
V000076,P00025,Retail Pharmacy,Texas,South Central,Urban,2015,2022-11-17,2022,1592.0,0,1,31,1,Compliant,Compliant,Compliant,Non-compliant,Compliant
V004232,P01242,Pharmacy,Louisiana,South Central,Rural,2013,2019-08-09,2019,592.0,0,0,26,0,Non-compliant,Compliant,Compliant,Compliant,Compliant
V002712,P00798,Retail Pharmacy,South Carolina,Southeast,Suburban,2011,2024-09-16,2024,1425.0,0,1,29,1,Compliant,Compliant,Compliant,Compliant,Missing
V001484,P00430,Pharmacy,Tennessee,Southeast,Suburban,2021,2019-06-15,2019,1377.0,0,0,20,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V002685,P00790,Federally Qualified Health Center,North Carolina,Southeast,Rural,2017,2025-08-07,2025,799.0,0,1,23,1,Non-compliant,Compliant,Compliant,Compliant,Non-compliant
V004382,P01280,Public clinic,Kentucky,Southeast,Urban,2023,2023-11-25,2023,3644.0,1,0,8,1,Compliant,Compliant,Compliant,Compliant,Missing
V002840,P00834,Federally Qualified Health Center,Texas,South Central,Urban,2016,2024-03-10,2024,1643.0,0,1,26,1,Compliant,Missing,Compliant,Compliant,Compliant
V004218,P01236,Private Clinic,Arkansas,South Central,Rural,2024,2022-09-15,2022,1433.0,0,1,18,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V002160,P00641,Public Health Clinic,Arkansas,South Central,Rural,2015,2021-11-08,2021,2676.0,1,1,34,0,Compliant,Compliant,Non-compliant,Compliant,Non-compliant
V003236,P00948,Public Health Clinic,Alabama,Southeast,Rural,2014,2024-10-23,2024,1454.0,1,1,21,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V000169,P00050,FQHC,Florida,Southeast,Urban,2016,2027-01-15,2019,2413.0,0,0,19,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002388,P00711,Hospital,Georgia,Southeast,Suburban,2021,2025-05-12,2025,4912.0,0,1,46,1,Compliant,Compliant,Compliant,Compliant,Compliant
V000329,P00092,Pharmacy,North Carolina,Southeast,Suburban,2012,2020-05-11,2020,778.0,0,1,37,1,Compliant,Compliant,Compliant,Compliant,Compliant
